userRequest,actionReferenceIds,agentResponse,category,conversationUrl,createdAt,externalUrl,handleTime,humanAgents,humanAgentsWithInserts,incompleteActionReferenceIds,insertCount,integration,mavenAppId,metadata,quality,qualityScoreReason,referenceId,resolutionStatus,responseLength,responseType,sentiment,tags,thumbsDownCount,thumbsUpCount,timeToFirstResponse,userIdentifiers,userNames
User asked how to pair a CableCARD and for TiVo's phone number.,,Agent provided detailed steps to pair a CableCARD with a TiVo DVR and shared TiVo's support phone numbers.,Cablecard Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdhWMcpi7qQcpF3mn1PcSOtrdhenflDEnRw4xL9GnqNGwm3BbhqtG98KLbJIjyUafCw17xcGNgi,2025-02-01T03:15:06.374367Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,LPKYRig-m7gaUAiixJQYC,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Asked how to change network, inquired about dial-up support, and where to buy TiVo EDGE.",,"Provided steps to change network settings on TiVo BOLT, confirmed no support for dial-up, and directed to purchase TiVo EDGE from the TiVo Store.",Network Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjFci2jLXv9WaTOyVstExyiJBvlxCAFUqJhlWoS8vAv2jd0tVGNgWmVw749BT8xoNd4hKB7xXwi,2025-02-01T03:12:57.828570Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,oMxrzDmnu4-Gd417ncEON,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
activate stream,,"Provided steps to activate TiVo Stream 4K, including installation, entering activation code, and signing in to My Account.",Streaming Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkhaQgKV8EPzPk3UEgZZqbrKOb6PkYcZfjzg3yNmV8DN0R812nh1vpA9ILkBr4tEMFKrXABtsXc,2025-02-01T03:11:38.881210Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,xsCs_aEoZFIrWChEeQrFh,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Reported that the TiVo box won't turn on.,,"Provided troubleshooting steps for a TiVo device that won't turn on, including checking standby mode, power cycling, and checking activity lights.",Device Power Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhLUVFAsb6OPPz8LJ1O3C396sJt3nJTpbDi81Ki9gWnbtLr2odRZ4XmkB7hhihyFvaZSQKvMiBw,2025-02-01T03:11:07.075422Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,cJkNykoVyaYaGeBUrYAMf,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Reported that the TiVo DVR is rebooting by itself.,,"Provided troubleshooting steps for the TiVo EDGE rebooting issue, including restarting, power cycling, checking for overheating, and inspecting the power supply.",DVR Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGf97ATkorzsnX5Stq2yl7NOvdhsyBX0kHEqKMmsYiHgTl4p9QaQmxCCugCMauZ69eYuxHbHj9dM,2025-02-01T03:10:02.564656Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,UlwTR_1HPpeOzAVNK0ASP,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to connect with an agent.,escalate-to-agent,Agent provided a button to connect the user to another agent.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZGH0Sd2SsovLoEuntaCDVyHvgRmsDSG5RfH01jSoxvdUzT8StKzCbHeyjkFLd0RgpHCXVPRnAi,2025-02-01T03:09:25.599818Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,0SqhpBg5XSizEenRzHznK,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User is experiencing a C133 error and a green screen on their TiVo device.,escalate-to-agent,"Agent provided troubleshooting steps for the C133 error and indicated that the green screen may indicate a hardware issue, offering to connect the user to another agent for further assistance.",Error Troubleshooting,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGe0JLAjgX4LwNzJscz82Tp8rTORnTrhzKboJU9AMVyeb0q5DWTHHrY1loli4yo15jrwTfstLifE,2025-02-01T03:09:00.729240Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,N9h6BHjXr5js6UxCgNAN_,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User requested to connect with a live agent.,escalate-to-agent,Agent provided a button to connect to a live agent.,Live Agent Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGin75wyk7AdQx5QclglBEJaS8I1fXzeVVqdeldtv7p3EDTh0GCQOm7ZVd5khUGHj0XQyaKAaq2e,2025-02-01T03:07:57.049609Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,lgWu13kNjJDQFkYDypdEx,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested to speak with a live agent.,escalate-to-agent,The agent acknowledged the user's request for a live agent and is in the process of connecting them.,Live Agent Support,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGdMvqoPa3YmCsVQ9rIp5DQMo4ydxnMinmZKTyiNllA8C0E2QJTzmp4UHETvUJ8zFOn6WTtu5lKe,2025-02-01T03:07:11.422749Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,J8ZlyqNCHFGX61wYTRMEL,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested to speak with an agent.,escalate-to-agent,The agent is connecting the user to a support agent for further assistance.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGj5ypmf9FbQeKaDSjdFvJYgsNgv9yIa8Q7ct6isXQSwMtSgFUx5RuqkVNHMY4XL03zPkg0DhAHs,2025-02-01T03:05:43.445047Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,nRt87FGClMTTt3M-LGU_i,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested urgent help.,escalate-to-agent,"The agent provided a link to an article with instructions on programming a TiVo remote to control a TV or stereo, including troubleshooting steps.",Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjZ1L5nGE5QNpJYCs8kxljTj80uOlxo8rvw0OEA8gXj5grL8gXmfV5KPVTUjxVlNssgU7QQAvJc,2025-02-01T03:03:38.661329Z,,10m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,UNKNOWN,qFdRUbcen_U4MipBECsJc,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to speak with a live agent due to urgency.,escalate-to-agent,The agent acknowledged the user's urgency and is connecting them to a support agent.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGivdY83N4N7dc2enNgqLvht3rkKruIoykenCxh0csxBQOFPMyNHpP2mZkfuBIq0BOe9by5VYAlg,2025-02-01T03:02:44.770962Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,mE6Hv4jHgTtfMliDIKm_Q,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,POSITIVE,,0,0,,,
The customer repeatedly requested to speak to an agent.,escalate-to-agent,The agent offered to connect the customer to a support agent for assistance.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGa4TekoUy4plwg3lUN9lqvajISwu42vHnJ0TrcGYO0CmUIlXlct79mKuFXSLqITfKBftc8otxsC,2025-02-01T03:01:12.920012Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,5nH-PMpzFhcIjqdlbN2BU,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested to speak with an agent.,escalate-to-agent,Agent acknowledged the request and stated they would connect the user to a support agent.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGk2WfyCBYKf8SUFw7hW44Zj3DxhdNPdpOl9V9XDDItTuJWfyo15pvFoxQIKqr6I5qYrT2urYyY8,2025-02-01T03:00:37.471051Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,tFoJAlBgBeViwxHoj4Zt3,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested urgent help.,escalate-to-agent,The agent acknowledged the user's urgent need for help and stated they would connect the user to a support agent.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGh15XBYXIXQgNOkWp8CIUb9QRWlCUxX35APAxDhWKjPBw31A0Ot3bhZE5I4B9EkYEgh5l3yc0bE,2025-02-01T02:56:43.957907Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,a7S0U1U8gZEcs21qs3szX,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Inquired about TiVo's hours of operation.,,"Provided TiVo's phone support hours: weekdays 8 AM to 5 PM PT, closed on weekends.",Operating Hours Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZEvdxbdE2NnztUh5FA7sAMyTpmXvJP9Y9sPFt3H87kFNZS3Y98APVwujJUHclvoTsT4xmHov1I,2025-02-01T02:55:26.649139Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,00qzWOAksaErrLPjlSmaR,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,escalate-to-agent,Agent requested clarification on which TiVo device the user is setting up and offered to connect the user to a live agent.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGiwl6dEhTKpT4h5EaLrNgVHuYUumVcvR6U7ntTTHWhapIKSczh3Wxe82nxWLFBcWuGEeZQwSvki,2025-02-01T02:53:43.270121Z,,2m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,mbjIB7CHD-AdHe6UjgeGT,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,1,,,
Requested activation instructions for TiVo Stream 4K.,,"Provided detailed steps to activate the TiVo Stream 4K, including setup and sign-in instructions.",Streaming Activation,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGe0JJVUqwFtMMWqzfmfdyXHRFiGZCixrDwTrO3MucSbgGVZ0RM0uUe81YK18frTPKRsAxVQA5sS,2025-02-01T02:53:24.016361Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,N9eSG9uxKxXc-Q7Jg6LpX,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device and reported login issues.,escalate-to-agent,"Agent requested clarification on the TiVo device type, provided troubleshooting steps for login issues, and offered to connect the user to a live agent for further assistance.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGgjXCi377G74ZINf2ToHDg2mEePgEvNc8OxuArh3jYOZtc40nh4PtZMJbUrjtCzoKpLclqI3Ouy,2025-02-01T02:51:43.013080Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,_ndY0QZqkFfmTtllSDZXr,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo Mini can't see live TV.,,"Provided troubleshooting steps including checking cable connections, verifying CableCARD installation, restarting the TiVo Mini, and checking signal strength.",Live TV Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGkCfY9ZUmmXbAcAkinIsvh2oLHnWFc0m5PvdbsMyh75ZGqpXWnjF25OyBWj79M8mIshOhvAy1rw,2025-02-01T02:50:25.893873Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,uNwLDmWIn8GkZuNRWNXWi,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
The user reported that their TiVo Mini cannot access live TV.,,The agent asked the user to confirm if their TiVo Mini is connected to the same network as the host DVR and if the DVR is a compatible model.,Live TV Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZjM2Y8UST0EcmoVbmNhiovQONoxPhixEruSLOSRO6PIxuOEIP8TZ1XPcbkuMTheacw6IhauoGi,2025-02-01T02:50:03.853743Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,3HqLyYUKubjA63y5wjY20,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
"User asked how to set up their TiVo device, specifying it is a TiVo DVR.",,"Agent provided detailed setup instructions for the TiVo DVR, including connecting cables, powering up, network connection, guided setup, activating service, and programming the remote.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGckdPaRudVPhW9US5XhYYx3GOv0eKgBtjU1zZxSPTAR496X48mBUKB2WAdk0f44nIYB88hlT8qK,2025-02-01T02:49:38.779929Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,FSsLIt1rVyHmM9AET0MCH,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User's TiVo Mini cannot connect to the host DVR.,,"Provided troubleshooting steps for connecting TiVo Mini to host DVR, including checking network connection, forcing a connection to TiVo service, restarting devices, and checking account compatibility.",Internet Connectivity Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGj60mNxeyBY2rls6tauG2F0lFvZExbEoLWcIG08tsvRKfXDAiXMT9XUFxPn3d9TRzfE4qPg7bhk,2025-02-01T02:49:37.212952Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,nSEJNjEGUgaQ-m2N8eTCH,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Request for TiVo contact information.,,"Provided TiVo support contact details including phone, email, chat, social media, and self-service links.",Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeeZTZiFk0w2eoIr3bUNzaTeveJ7Nht9MOGYuWjBSIuROI3p7lKjYmuJPJ5ANbgYKpH6P1qoTHI,2025-02-01T02:49:03.774180Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,RQgdHBifWgMnrcm_SkZnc,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested TiVo contact information.,,"Agent provided TiVo contact details including phone, email, chat, and social media options.",Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGl14C7ALtZdFdAjgMOWZbFIYtyTjqDIuJNIWzViV3c0MEQCNzL12DMTjDJBDAyGYhjHlxJiVp48,2025-02-01T02:48:55.573648Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,znWCocbhlLpEZtxhtOJfz,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User asked how to set up their TiVo device.,,Agent requested clarification on which TiVo device the user is setting up to provide specific instructions.,Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGc8RefVjstHbv3lwhHgxPgmhatea5lVl8cHGAgBc2wyo0Xq2tWs0l94Fp1jgTesLSFQaqGACBjY,2025-02-01T02:48:51.306919Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,BqZffaigwyGA4nDtzA-bb,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,1,,hellen_parisian32@yahoo.com,hellen_parisian32@yahoo.com
User is having trouble with their TiVo Mini not receiving live TV and requested TiVo contact information.,escalate-to-agent,"Agent provided TiVo contact information including phone, email, chat, and social media support options. Then, the agent suggested connecting the user to a support agent for further assistance.",Live TV Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGjiHMFAKajeiw0KzxRfl0x1T0LJU5DPkmlFXx9hsq0XQbErmYoBNEDEWJV1qXMmtzjlnNhUK6Lc,2025-02-01T02:48:31.658871Z,,1m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,r7dkraarFn_8jC9-mlh-r,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
"User asked how to set up their TiVo device, specifically the Stream 4K.",,"Agent provided detailed setup instructions for the TiVo Stream 4K, including connecting the device, pairing the remote, and signing in to a Google account.",Device Setup,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcPUz57Dr9lp3H8WmHv3bavfrSx35aZWU00QJAqVTu9bDTisOqzhwm6vKIgo8MEuvNa6hfpptI4,2025-02-01T02:48:10.464231Z,,2m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,D-E8GVso_DV5dtPIf7n06,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,1,1,,,
User inquired about continuing TiVo service after Spectrum stopped CableCARD support and reported that their TiVo Mini VOX cannot view live TV.,,"Agent provided options for continuing TiVo service without CableCARDs, including using OTA channels and streaming services. For the TiVo Mini VOX issue, the agent suggested troubleshooting steps such as checking connections, network status, rebooting devices, and verifying account status.",TiVo,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGcH321lSY4oiorypVQ0TnHq13tSuvy5iZVCeashOvlTSqBKJxjQuNVXnCiJG1of2eEn92Pl9O6O,2025-02-01T02:47:31.093106Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,CQJFlir2COsC7EQTbwmxA,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User wants to talk to a live agent.,escalate-to-agent,Agent confirmed the request and escalated it to a live agent.,User Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeoCsHVnhY13n4ZiN3S3iV3YieeiQKxS0psFJ1zRrLINByTi7ohyIjwNdm3mb9X0g2EUbZxuleu,2025-02-01T02:46:24.472312Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,SL8cDKBVx4Go7chKFwX5V,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,1,,,
User is missing guide data on their TiVo device.,,"Agent provided steps to check guide options, verify channel list, select a different lineup, and report lineup issues. Also included links for further assistance.",Data Retrieval Issues,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGaCtEke2NZOzB96SJyyYzUkVfAmq6KYLXF8vW8nE7viwi6cI2Uw1tI36oXeR6DG0hkx8pSXD16K,2025-02-01T02:46:17.520101Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,6ID0wD9mpvpSm1bUgVDsr,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
Requested to purchase a Stream 4K.,,Provided the price and purchase link for the TiVo Stream 4K.,Product Purchase Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhf9k6SqQGyKWvGEthPzeikgDTgoamaCiFX5yE9PYqH4JHTdAjZtEDeNo69IEWv1OMuQMtHwYnk,2025-02-01T02:45:08.850332Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,eJPliY7CyXaD4xfMhhfXn,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User inquired about purchasing a TiVo Stream 4K and how to program the volume on their remote. They also reported having no guide.,,"Agent provided purchase information for the TiVo Stream 4K, detailed steps to program the remote volume, and troubleshooting steps for the guide issue.",Product Purchase Inquiry,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGZuXDt00WlRhcDlm2T24sBCCnVLWQDH54fnyBc0CWrbtU3GyKCrmSw1KQf4ANFdvWlub5R5gehA,2025-02-01T02:44:39.106378Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,4kyKfXyKKO_ReNlILTr6c,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
Requested information on how to update contact info.,,Provided steps to update contact information on TiVo account.,Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGfv0ptPHXQvk77nXcGvpjC9HGOq5f2SY09DQuwaGcIEQHAbXLncZjMUaeNbe5olRAk5U2vPIjUS,2025-02-01T02:43:03.941191Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,ZKFAtXD3te64juPmpEd2c,Resolved,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
User requested TiVo contact information and mentioned 'arnie gallaza'.,,"Agent provided TiVo contact information including phone, email, social media, and postal address. Asked for clarification on 'arnie gallaza'.",Contact Information Update,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGhKiu7JFzhPVUO9plSp8iIp1LVyd7wF2GUJKbSOBTezdbVbhjyGd5KJF8pvXTr28vPZa3R93GDs,2025-02-01T02:42:59.502406Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,NEEDS_USER_CLARIFICATION,c6oVHaFZjZEy7CZA4vM8I,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
"Missing OnePass recordings, incorrect channels on guide, purchase a Stream 4K.",,Provided troubleshooting steps for missing OnePass recordings and incorrect channels on the guide. Offered a purchase link for the TiVo Stream 4K.,Guide,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGimcGBZfeSkUuK9H3De2Zt42Mh0hInwjLUN1SOMfgZ4wJMVLSZ1cdRfb5xg5n7k1WmsHZmOepD2,2025-02-01T02:42:20.956335Z,,1m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,GOOD,,lZeJB_v_O4ceRIw6__Jw6,In progress,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEGATIVE,,0,0,,,
User needs urgent help.,escalate-to-agent,Agent is connecting the user to a support agent for assistance.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGeyXao1RiZAnyLahc1T2cMyTCDknirygX4NAj7G5oRTrmRmhgfM7oH5hr6ufMTIaeUdEclkaUuC,2025-02-01T02:41:30.979899Z,,0m,,,,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,TY9lO-WfBnvLanmgLalDB,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
The user requested urgent help.,escalate-to-agent,The agent acknowledged the user's urgent need for help and connected them to a support agent.,Urgent Support Request,https://app.mavenagi.com/dashboard/org_8VaX47T1HJjc/age_3QO1nva2MMXNHLCdIOobbDf5Rw0/tickets/tic_RGe177sMHXjUnavfRHG4MtKg1xdc0299PkvjULK76DmJA0WzCDOTxOgBxiIWjv0pQJbuAvujcf80,2025-02-01T02:40:01.603796Z,,0m,,,escalate-to-agent,0,API,chat,handoff_available:true;escalation_action_enabled:true,POOR,CANT_TAKE_ACTION,NNO6fQuVLmGVkODypz00E,Escalated,MEDIUM,MARKDOWN;FORMS;CHARTS_HIGHCHARTS_TS,NEUTRAL,,0,0,,,
